proposer,pl_name,pl_trandur,pl_orbper,pl_radj,pl_bmassj,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,ra_in,dec_in,sy_vmag,target,teff,r_star,m_star,ra_etc,dec_etc,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert,etc_version,etc_git_sha,category,req_nuv,req_vis,req_nir,n_transits_needed,t_need_h,vis_waltzer_year,vis_days,vis_intervals_doy
SDT,TOI-4603 b,2.854,7.24599,1.042,12.89,1677.0,0.0888,6264.0,2.738,1.765,83.8659288,21.2942417,9.24,TOI-4603 b,6264.0,2.738,1.765,83.8659288,21.2942417,9.24,2.854,0.5712678200134648,28.905097986082477,227.36935618213425,3.165525437188278,60.14175947335846,219.48726931773507,23514.66892150972,315.26502744103766,834.7524501806442,929.7064702708274,320.12498898495204,519.2335369012935,589.9016782596078,2723.656046589182,384.03652299655846,847.8290981539708,926.2183376639972,35172.83069191379,40.207556075326686,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.854,1008-0223,139,"[(281, 54)]"
SDT,WASP-18 b,2.21,0.94145223,1.24,10.2,2429.0,0.02024,6432.0,1.319,1.294,24.3544618,-45.6777937,9.28,WASP-18 b,6432.0,1.319,1.294,24.3544618,-45.6777937,9.28,2.21,0.5506045051913742,27.85957236968118,219.14518457103816,2.686703611391174,51.476875785264966,188.97066174995868,27472.793187225783,303.8615835812808,804.5586390253306,896.0780794980232,276.3559418460669,448.439061338895,509.50462523020406,3153.6359882448864,370.14554699571886,817.1622918737364,892.7161160533109,30326.872276679347,46.63235791251023,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,2.21,0724-1118,118,"[(205, 322)]"
SDT,WASP-166 b,3.6,5.44354,0.63,0.101,1270.0,0.0641,6050.0,1.22,1.19,144.8751047,-20.9824191,9.351,WASP-166 b,6050.0,1.22,1.19,144.8751047,-20.9824191,9.351,3.6,0.5157506222081387,26.09603017890606,205.27304849630025,3.215806910629698,62.52155065375592,231.9549289149409,22619.617517246235,284.62680439333803,753.6291744217067,839.3553316232828,340.9003624936858,553.6289099007072,629.0936720136638,2554.4431244147513,346.7149185498612,765.4350019029062,836.2061842369048,37325.50102135591,37.888669238865624,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,3.6,1222-0502,132,"[(356, 122)]"
SDT,HD 89345 b,5.7336,11.8143,0.66,0.11,1089.0,0.1066,5576.0,1.747,1.157,154.6710977,10.1288464,9.38,HD 89345 b,5576.0,1.747,1.157,154.6710977,10.1288464,9.38,5.7336,0.0648370595741093,9.912668512437746,156.60658361558566,1.8494500248744512,36.144445637866895,252.6477838709169,39126.71884754232,218.73453838405516,780.4394885778805,941.9302993738452,399.2406765894037,717.3498943213101,811.1706426843105,1971.44179370249,471.97064704281,940.2804683927836,967.1344631285187,52641.20377455473,26.86514480994232,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.7336,1216-0503,139,"[(350, 123)]"
SDT,WASP-38 b,4.7339,6.87188,1.23,3.44,1250.0,0.07582,6180.0,1.52,1.76,243.9597194,10.0324103,9.391,WASP-38 b,6180.0,1.52,1.76,243.9597194,10.0324103,9.391,4.7339,0.4970954186363277,25.152111287796806,197.84812190850585,3.556513439209162,69.78691897530233,260.1658102523042,20264.73704726221,274.33157497564304,726.3696713574155,808.9950297520461,383.4713404443113,623.0673804298759,708.0472964691343,2269.760232669186,334.1739014217785,737.7484705316932,805.9597901013856,41930.913970629466,33.72722958921625,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.7339,0315-0729,137,"[(74, 210)]"
SDT,TOI-1333 b,4.6416,4.720219,1.396,2.37,1679.0,0.0626,6274.0,1.925,1.464,325.0145363,48.4067674,9.438,TOI-1333 b,6274.0,1.925,1.464,325.0145363,48.4067674,9.438,4.6416,0.476035959777326,24.08654151381765,189.466281667264,3.3749006273803097,66.93378857044733,250.9686615810124,21128.54497821598,262.70951148374166,695.5970035015303,774.7219366848494,371.21580661604906,603.5117647752927,685.8837133628471,2343.307363526962,320.0166163917738,706.4937395867273,771.8152850318927,40525.377158596886,34.896987061675986,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.6416,0727-1108,105,"[(208, 312)]"
SDT,HAT-P-11 b,2.36386,4.887802706,0.42019806,0.081,801.0,0.053,4653.0,0.74,0.81,297.7101763,48.0818635,9.46,HAT-P-11 b,4653.0,0.74,0.81,297.7101763,48.0818635,9.46,2.36386,0.0016181187832464,0.3298353310220928,22.441160487154168,0.008412668245345,0.8208730355523056,40.10410678070456,1722816.441913668,78.29614072331984,941.7890075119384,2114.072052369422,142.02794643912003,545.2078546087316,660.013645992786,2593.8979976508326,1253.8980339490336,3028.9138287028427,4114.895193102518,63221.8055884357,22.3690789785317,0.3.5,858bd57,K/M host (Teff<5200K),20.0,100.0,30.0,594.0,1404.13284,0714-0915,64,"[(195, 258)]"
SDT,HAT-P-70 b,3.48,2.74432452,1.87,6.78,2562.0,0.04739,8450.0,1.858,1.89,74.5523332,9.9979794,9.47,HAT-P-70 b,8450.0,1.858,1.89,74.5523332,9.9979794,9.47,3.48,1.4015831725058376,61.07990554586341,184.38851385866764,4.237893770901352,113.54931653955558,220.3967669624406,12454.61976761829,203.6794712543839,600.8668966234507,631.1764420311079,279.891263842477,486.87777015314646,560.9681902131904,2904.6583127593954,183.07071866121012,473.9765596034769,579.8413077605557,27927.020365013912,50.63961510712318,0.3.5,858bd57,A/F host (6500–10000K),20.0,200.0,30.0,1.0,3.48,0929-0212,137,"[(272, 43)]"
SDT,WASP-99 b,5.3315799,5.75251,1.02,2.43,1424.235,0.0717,6150.0,1.64,1.21,39.8976689,-50.0081934,9.475,WASP-99 b,6150.0,1.64,1.21,39.8976689,-50.0081934,9.475,5.3315799,0.4600867863896319,23.27954275873732,183.1183776584022,3.4977748486393225,69.90065795548273,263.4673831159478,20231.7632442567,253.9076563650432,672.2916271135869,748.7655477994033,390.8127476272239,635.6790621493819,722.4924259672335,2224.728871187456,309.2947362544769,682.8232774744536,745.9562809978187,42608.830282566014,33.19062159168777,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,5.3315799,0815-1117,95,"[(227, 321)]"
SDT,TIC 393818343 b,4.1506,16.24921,1.087,4.34,805.5,0.1291,5756.0,1.086,1.082,310.2917002,3.6382967,9.48,TIC 393818343 b,5756.0,1.086,1.082,310.2917002,3.6382967,9.48,4.1506,0.2460267047598847,16.31425921589699,159.5153288500038,2.1935396119444865,47.27158323835898,222.14078851953977,29916.78013495258,213.94368199588803,685.1514921300804,790.7939712342379,348.581269664231,569.9850524414969,645.0007818581512,2481.1414901415324,355.9976803711663,746.651596523682,796.1246558516068,39522.30580079041,35.782668387349304,0.3.5,858bd57,Quiet FGK host (5200–6500K),20.0,200.0,30.0,1.0,4.1506,0527-1016,143,"[(147, 289)]"
