cluster,pl_name,ra_in,dec_in,sy_vmag,st_teff,vis_waltzer_2026,nn_sep_arcsec,nn_dG,crowded_vis,NUV_median_snr,NUV_transit_uncert,VIS_median_snr,VIS_transit_uncert,NIR_snr,NIR_transit_uncert,pl_trandur,st_rad,st_mass,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,nn_source_id,cluster_center_ra,cluster_center_dec,target,teff,r_star,m_star,ra_etc,dec_etc,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_max_snr,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_max_snr,NIR_min_flux,NIR_median_flux,NIR_max_flux
M45,Gaia DR3 64956127609464320,56.45349543711508,23.14694333291917,6.913060260952074,10084.2705078125,0914-0130,262.8745899062215,5.376966,False,807.351521827039,1751.670151277755,1304.8140617630756,1083.8429810161597,57531.77627189359,24.581434018125233,2.5,,,Gaia DR3 64956127609464320,64956127609464320,6.895188,6.892908,6.8683395,0.024568558,10084.2705,4.0404,7.421139697665509,20.513910371784853,-45.699760208111584,1.0942224,64861737110747264,56.65833333333333,24.178055555555556,Gaia DR3 64956127609464320,10084.2705078125,,,56.45349543711508,23.14694333291917,6.913060260952074,2.5,951.8990674059954,3404.2958566429406,3773.751634642624,453.5215684030897,886.7687387391727,2379.953734030712,5729.006522412499,8301.839297978793,813.1926166944229,1438.281634140657,1293.4720464187826,2352.833726531846,3662.14281435918
M45,Gaia DR3 65010690873940480,56.82126025036113,23.726630871297488,6.953147309713995,6112.2216796875,0914-0130,66.42275977374695,5.3495827,False,179.0337533310793,7899.144915751454,1356.0030282555445,1042.9280266375488,98909.56583197288,14.298046407114503,2.5,,,Gaia DR3 65010690873940480,65010690873940480,6.8663635,7.1205883,6.447036,0.6735525,6112.2217,3.8669,15.064495732715876,-34.22966447067361,-26.459941776415953,1.006565,65010549138050944,56.65833333333333,24.178055555555556,Gaia DR3 65010690873940480,6112.2216796875,,,56.82126025036113,23.726630871297488,6.953147309713995,2.5,5.4208207325620865,210.3318072239543,1742.5972899991705,14.618629568295448,574.232408978778,1523.5274300282872,6635.639718877459,7634.195110836808,624.8095786927049,1456.6902221100004,4771.258043459102,6967.47864027801,7611.206914459102
M45,Gaia DR3 65017627244152064,56.8374628864436,23.803141100251725,7.015804680847438,10023.58984375,0914-0130,87.67191986050022,3.676186,False,769.6248809338764,1837.536178218489,1244.3768254845806,1136.4833653362014,54766.277093934914,25.82270764812882,2.5,,,Gaia DR3 65017627244152064,65017627244152064,6.997606,7.002589,6.9601827,0.04240656,10023.59,4.1433,7.312944753255134,19.09568001950756,-45.519794998351045,1.0218508,65017837699513216,56.65833333333333,24.178055555555556,Gaia DR3 65017627244152064,10023.58984375,,,56.8374628864436,23.803141100251725,7.015804680847438,2.5,865.9506317172518,3096.916730516182,3433.013776206384,431.8560868843838,845.4077878498146,2165.064038835455,5211.725682970358,7552.253417046014,775.3942345558681,1371.6892276885128,1176.6824593675367,2140.392738663035,3331.4822885319195
M45,Gaia DR3 65207709611941376,56.85182143112869,23.9144778917631,7.304697527450096,10295.369140625,0914-0130,6.274134379970102,2.452818,False,672.5275232173042,2102.8337332688475,1088.9600340054374,1298.6827047924826,47632.52237405168,29.690083411234653,2.5,,,Gaia DR3 65207709611941376,65207709611941376,7.286501,7.291563,7.249264,0.04229927,10295.369,4.1635,7.220987406121659,20.049108040161617,-44.13258985442616,1.0006701,65207709613871744,56.65833333333333,24.178055555555556,Gaia DR3 65207709611941376,10295.369140625,,,56.85182143112869,23.9144778917631,7.304697527450096,2.5,663.6452567686362,2373.4079328965418,2630.985215037822,375.9935071363559,738.9750641079871,1659.2568067351997,3994.1503619249033,5787.878632524429,678.1608178660802,1200.45103542521,901.7832013512484,1640.3492723584736,2553.173746647067
M45,Gaia DR3 68388528032874112,55.32537328352931,25.008245797308668,7.351296902689028,4760.95263671875,0914-0130,398.0499403750846,4.562676,False,79.17740239378465,17861.32810141432,1169.186802554295,1209.570240857574,92181.20555611132,15.341669202972763,2.5,,,Gaia DR3 68388528032874112,68388528032874112,7.1113486,7.7436213,6.347641,1.3959804,4760.9526,2.5976,5.069243235577758,13.028674310475536,18.363047693241732,1.0652125,68384228769598592,56.65833333333333,24.178055555555556,Gaia DR3 68388528032874112,4760.95263671875,,,55.32537328352931,25.008245797308668,7.351296902689028,2.5,2.0640018163335396,56.875658119804605,1015.839970641835,5.632077804066434,424.3682533402835,639.3909603467345,4836.921438387182,6064.675108592913,401.90309118472754,1268.6645470309593,4225.7171197141615,6092.033162594149,6265.667549183561
M45,Gaia DR3 65231486552803328,56.61376023966258,24.254800329035454,7.374356318325649,9796.7109375,0914-0130,311.03367673597046,3.0918202,False,650.9604921369876,2172.5029083262543,1054.4704808284662,1341.159935802081,46044.2639561839,30.71421803416974,2.5,,,Gaia DR3 65231486552803328,65231486552803328,7.352819,7.3912015,7.2568383,0.13436317,9796.711,4.1542,7.345983258822864,20.450350564327135,-44.64674558353142,1.0897243,66733281997873792,56.65833333333333,24.178055555555556,Gaia DR3 65231486552803328,9796.7109375,,,56.61376023966258,24.254800329035454,7.374356318325649,2.5,622.4041480658401,2225.9165230531817,2467.487101938745,363.56180090682545,715.3388200494066,1556.1451071720744,3745.940663186886,5428.200733213009,656.5751196602976,1162.4521039343017,845.7434140492685,1538.412549445267,2394.5110952551267
M45,Gaia DR3 69877988331531904,55.930098933897625,25.08049424832434,7.537358587398611,10265.265625,0914-0130,283.42822584376063,3.9210372,False,603.0762423135276,2344.999625499877,977.9457126820992,1446.1064086006313,42512.149042001765,33.26610379013915,2.5,,,Gaia DR3 69877988331531904,69877988331531904,7.512999,7.5678377,7.385068,0.18276978,10265.266,4.3878,8.126112789370953,22.197434403671693,-52.654042306816265,0.947698,69876712724339456,56.65833333333333,24.178055555555556,Gaia DR3 69877988331531904,10265.265625,,,55.930098933897625,25.08049424832434,7.537358587398611,2.5,535.6382355448479,1915.613838023786,2123.5084014451777,335.9232868733835,662.8673808211032,1339.211542930181,3223.739837724973,4671.485355547301,608.6681109903305,1078.1435042728988,727.8430123462233,1323.9509827909196,2060.7055753737363
M45,Gaia DR3 66746441777612416,57.32010689706659,24.39593347467187,7.547309580894937,10021.97265625,0914-0130,69.76733300957721,4.1304927,False,600.2658541179246,2355.9786928930785,973.4567841474944,1452.7748795870723,42304.5769303109,33.42932762813714,2.5,,,Gaia DR3 66746441777612416,66746441777612416,7.525846,7.5613523,7.4284444,0.13290787,10021.973,4.2846,7.012849082916408,19.735690455662137,-44.08144897182997,0.880397,66746544856822016,56.65833333333333,24.178055555555556,Gaia DR3 66746441777612416,10021.97265625,,,57.32010689706659,24.39593347467187,7.547309580894937,2.5,530.751430488946,1898.13705842218,2104.134930875294,334.29942585110706,659.7880947719063,1326.9934724030525,3194.3285913043683,4628.865847194168,605.8572722061576,1073.1981070586353,721.2026594427035,1311.8721394090835,2041.9050757898744
M45,Gaia DR3 66558249192653952,57.48590927641627,24.348794070150262,7.565590285591882,9724.36328125,0914-0130,39.39297478822565,4.9262943,False,595.1358093536636,2376.287126645893,965.2635007669752,1465.106223584954,41925.596320673925,33.731507396013654,2.5,,,Gaia DR3 66558249192653952,66558249192653952,7.546007,7.565866,7.475968,0.08989811,9724.363,4.2866,7.315576014582632,19.505374073802887,-44.599599471397354,0.8341919,66558249192655104,56.65833333333333,24.178055555555556,Gaia DR3 66558249192653952,9724.36328125,,,57.48590927641627,24.348794070150262,7.565590285591882,2.5,521.889899194147,1866.445385110004,2069.003876171864,331.3347273731562,654.1673094443265,1304.8377258366029,3140.9954467254884,4551.581383680713,600.7266787446208,1064.1717080827084,709.1613166041998,1289.9688616215158,2007.813023106282
M45,Gaia DR3 65005880510573696,56.90428209463799,23.608852238285635,7.649721736258242,4882.51611328125,0914-0130,244.47048084874433,1.0189548,False,64.95512969490413,21772.161321449003,1018.613326529996,1388.371353034178,80141.36132996526,17.646487892192987,2.5,,,Gaia DR3 65005880510573696,65005880510573696,7.406279,8.046225,6.6345053,1.4117193,4882.516,2.713,5.20346122037071,56.306846496251495,-59.33104041963406,0.9510057,64993270486684416,56.65833333333333,24.178055555555556,Gaia DR3 65005880510573696,4882.51611328125,,,56.90428209463799,23.608852238285635,7.649721736258242,2.5,1.5679786383955836,43.20723764427763,771.712195885683,4.3118378775815644,367.71111063343824,485.73182420344654,3674.507178710325,4607.205741696119,349.0623837392521,1105.3519868620544,3210.1881515706923,4627.989078184753,4759.895458745381
M45,Gaia DR3 65007083101413888,56.861890197773505,23.678126852419386,7.773573824730642,9649.068359375,0914-0130,220.0620989777252,-0.8804059,False,539.6575804983945,2620.575738169034,876.7262174399659,1613.061790832021,37819.970122074614,37.39330194625544,2.5,,,Gaia DR3 65007083101413888,65007083101413888,7.7467694,7.8123984,7.595021,0.21737766,9649.068,4.3361,7.472988365635405,21.72387551654079,-45.70969458878078,1.009509,65010690873940480,56.65833333333333,24.178055555555556,Gaia DR3 65007083101413888,9649.068359375,,,56.861890197773505,23.678126852419386,7.773573824730642,2.5,430.908911623918,1541.0682420662113,1708.3147418709116,299.2267315209025,593.39126612231,1077.36556149923,2593.4261832890083,3758.10488618006,545.2673861267485,966.635401693782,585.5333310254791,1065.088784144657,1657.7912810096395
M45,Gaia DR3 65221487868870784,56.46524526083272,24.03867637774549,7.864423919514054,9835.4453125,0914-0130,170.79319336113613,2.9436703,False,517.0095200044034,2735.3723822359216,840.6231076004071,1682.3396235323885,36139.78632380907,39.131763251223326,2.5,,,Gaia DR3 65221487868870784,65221487868870784,7.8336287,7.920607,7.654846,0.2657609,9835.445,4.3391,7.295877939593721,19.8061014454413,-45.00296374339572,1.3362249,65218601651442688,56.65833333333333,24.178055555555556,Gaia DR3 65221487868870784,9835.4453125,,,56.46524526083272,24.03867637774549,7.864423919514054,2.5,396.31949687557625,1417.3654196310872,1571.1869045639623,286.09216226993055,568.5859623362128,990.884536769807,2385.24971848829,3456.438698572172,522.6419187012698,926.864968440287,538.5320862392151,979.5932264878228,1524.7190036948614
