pl_name,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_vmag,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,cluster,nn_source_id,nn_sep_arcsec,nn_dG,vis_waltzer_2026,cluster_center_ra,cluster_center_dec
Gaia DR3 65003818926275328,2.5,6713.38037109375,,,56.84482006359372,23.554419791103598,10.84066642346107,Gaia DR3 65003818926275328,65003818926275328,10.722302,11.055375,10.215515,0.83985996,6713.3804,4.1048,3.7794969168123003,-6.340503361998331,-8.14704567881967,0.865376,M45,64992067895753600,59.81030593660776,-0.80018425,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65297216732192896,2.5,5851.69921875,,,56.29073017755671,24.484331401239217,10.86149285065391,Gaia DR3 65297216732192896,65297216732192896,10.741299,11.081334,10.232381,0.84895325,5851.699,4.2945,5.90604845975129,-11.048759682194525,-14.631435783899137,1.05061,M45,65296907494549120,72.57683798284782,-6.480277,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66501181966524800,2.5,5760.6103515625,,,57.38809269499062,23.795195713242105,10.874860732705715,Gaia DR3 66501181966524800,66501181966524800,10.746968,11.107175,10.220457,0.8867178,5760.6104,4.5357,7.263685576556919,19.92369547226627,-43.75212075508752,1.1350733,M45,66501972240508032,112.7538202576944,0.56911945,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66832100605159424,2.5,5653.32666015625,,,57.07381062715844,25.04764063408678,10.879254564807196,Gaia DR3 66832100605159424,66832100605159424,10.744773,11.121812,10.203328,0.91848373,5653.3267,4.4488,7.499269077311336,19.516684921075115,-47.057326027126166,1.3372483,M45,66844160873323008,193.26156546674676,1.4957161,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68311321700887936,2.5,5980.54541015625,,,55.75376394012998,24.544840541043296,10.883758022753302,Gaia DR3 68311321700887936,68311321700887936,10.77664,11.081872,10.299007,0.7828646,5980.5454,4.2876,4.79368362450657,2.811725131262315,-10.621967204367822,1.0390217,M45,68310561489710336,202.96418820911262,-1.4060354,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64858339793222272,2.5,5659.779296875,,,56.298050043912966,22.95284787808489,10.886694599063972,Gaia DR3 64858339793222272,64858339793222272,10.761651,11.112528,10.239698,0.87282944,5659.7793,4.4416,7.424862203803131,-13.908149757811604,-6.815109417876535,1.1831591,M45,64855522294672000,375.5653018478326,-0.6062832,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64885037310906752,2.5,4836.55615234375,,,56.90528734765085,22.820640995077646,10.912529676538796,Gaia DR3 64885037310906752,64885037310906752,10.662693,11.322754,9.88211,1.4406443,4836.556,2.6897,1.1513381389712178,4.234566642001546,-12.048671787940023,1.0976118,M45,64885106030380800,112.50012244743282,1.6671238,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65137375228803968,2.5,4767.49609375,,,55.812025171360325,23.585099821451262,10.923600104210625,Gaia DR3 65137375228803968,65137375228803968,10.562802,11.5909,9.566787,2.0241137,4767.496,2.1683,0.6795027633635693,1.4482324812550142,-1.4977638471946375,1.0518441,M45,65137581387579008,82.33127611367017,0.1468916,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65203861323189888,2.5,5889.658203125,,,56.632982838632856,23.8616808919858,10.927412132816265,Gaia DR3 65203861323189888,65203861323189888,10.782198,11.179527,10.210233,0.96929455,5889.658,4.2943,5.68958957416146,-11.983262136311962,-29.621011943705895,0.93577904,M45,65199978672758272,278.5755739906473,-0.73703194,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69829300582277632,2.5,4966.1396484375,,,55.9464466328853,24.968065510832126,10.947801490376118,Gaia DR3 69829300582277632,69829300582277632,10.67102,11.404236,9.839162,1.565074,4966.1396,2.6961,1.499271152334428,6.6048340504773355,-7.268518549786156,1.136976,M45,69876712724339456,131.06439757206982,0.7630167,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66830829294950144,2.5,4555.82666015625,,,57.11218939507434,24.994370219223427,10.959332601140908,Gaia DR3 66830829294950144,66830829294950144,10.716086,11.358066,9.947232,1.4108334,4555.8267,2.2677,1.0948039660081248,14.839166769492792,-10.924581229315237,1.1507832,M45,66832100605159424,229.0227817800783,0.028686523,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65086591535491584,2.5,5519.4423828125,,,56.00257297938471,23.543743984874723,10.971401770381487,Gaia DR3 65086591535491584,65086591535491584,10.823086,11.230583,10.24679,0.98379326,5519.4424,4.4172,7.297531268657663,19.55870683741184,-44.75242968274938,1.1061329,M45,65183589077515008,203.63778548543985,1.0906944,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66567771135241088,2.5,6367.05908203125,,,57.61845544896756,24.517866892584987,10.972776943336719,Gaia DR3 66567771135241088,66567771135241088,10.837137,11.210071,10.286052,0.92401886,6367.059,3.863,2.5929456085218585,-8.307309107924723,-12.449428839672738,1.1277758,M45,66567015226036864,52.212828350730554,0.07496643,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65019177729300864,2.5,4590.2958984375,,,57.002864753200825,23.87881747335531,10.982236796736945,Gaia DR3 65019177729300864,65019177729300864,10.703273,11.443774,9.868387,1.575387,4590.296,2.1895,0.7349363177477666,-5.846042363238192,-2.752636708516276,1.1160116,M45,65016257151539328,104.2645471933944,1.5189695,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68186767648722048,2.5,5913.7958984375,,,55.19497427945529,24.215439803623855,10.983925827030104,Gaia DR3 68186767648722048,68186767648722048,10.869872,11.193922,10.3756695,0.81825256,5913.796,4.2868,4.766492994591946,28.053415781010774,-12.90020848577796,1.1090063,M45,68180475520227968,413.8359734275914,1.465785,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66667070779265920,2.5,4814.50732421875,,,57.94210590939018,24.72679350909769,10.98877004895773,Gaia DR3 66667070779265920,66667070779265920,10.608403,11.734547,9.556429,2.1781178,4814.5073,1.1926,0.3786772364888554,2.7612241379762614,-1.380702645133139,1.1837684,M45,66670021422348288,33.35508300616843,1.469141,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66567015226036864,2.5,6594.138671875,,,57.63130694460465,24.509286405296574,10.995459514802825,Gaia DR3 66567015226036864,66567015226036864,10.912104,11.156886,10.50279,0.65409565,6594.1387,4.2819,3.66207772237132,1.7661085764823377,-4.608428629534944,1.0843865,M45,66566946505629440,42.60264039105963,1.374773,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66781832308018176,2.5,5172.99169921875,,,56.618484292947535,24.433739343907018,11.016503033110215,Gaia DR3 66781832308018176,66781832308018176,10.873117,11.263568,10.302857,0.9607105,5172.9917,4.3701,7.373997130574647,20.11114396745309,-43.52995455982669,0.9885728,M45,66786505232432512,485.50825482541717,-4.447853,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66736477453517056,2.5,5266.3642578125,,,56.96236793431997,24.367390167475797,11.041393182370605,Gaia DR3 66736477453517056,66736477453517056,10.731317,11.562934,9.834588,1.7283459,5266.3643,1.9786,0.38735029777100377,-0.9710231794814732,-2.4218142574936583,1.2293833,M45,66737095928811648,143.89117064876345,-0.32898426,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66565365957676416,2.5,5570.73876953125,,,57.58720760547455,24.466545088074653,11.049922128559855,Gaia DR3 66565365957676416,66565365957676416,10.915199,11.290863,10.371225,0.9196377,5570.739,4.4949,7.247913855179051,20.345935596036103,-45.482774434852004,1.2305748,M45,66565365957675008,30.288351587736194,1.5070019,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65218601651442688,2.5,4930.78076171875,,,56.516664932773395,24.045433810696146,11.050775233487478,Gaia DR3 65218601651442688,65218601651442688,10.777299,11.500668,9.951138,1.54953,4930.781,2.7088,1.1532515650101365,6.072150555153832,-9.450632871717216,0.97102356,M45,65224511525936896,77.18162602234513,-0.3027954,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66837666882809344,2.5,5938.5830078125,,,56.729120683864,24.922213845883373,11.051274232117436,Gaia DR3 66837666882809344,66837666882809344,10.916565,11.287726,10.368154,0.91957283,5938.583,3.9731,3.7443556085782568,-3.44482568736912,11.685322630441418,1.0001336,M45,66838452861270272,257.7797286387763,-0.80850506,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65301855296824064,2.5,5096.9619140625,,,56.25474740102703,24.584985252795214,11.069249349867352,Gaia DR3 65301855296824064,65301855296824064,10.671586,11.9580555,9.560044,2.3980112,5096.962,1.3938,0.548458449948566,4.991627408517998,2.669030265586081,1.3859982,M45,65297216732192896,381.03420467886326,0.06971264,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65248013587443456,2.5,4627.46142578125,,,56.14683642461748,24.062753078762416,11.073410597614663,Gaia DR3 65248013587443456,65248013587443456,10.714922,11.734005,9.725705,2.0082998,4627.4614,2.2278,0.6730135425359309,0.7575629314932195,-4.411662044177767,1.0269456,M45,65272821318002560,297.41591580563585,-1.7428808,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65151394001965440,2.5,4869.517578125,,,55.38953382318254,23.73415618162538,11.08002152857735,Gaia DR3 65151394001965440,65151394001965440,10.816441,11.5112295,10.007716,1.5035133,4869.5176,2.5182,1.0570012456688942,7.426732813714155,-0.7894128367687371,1.3750637,M45,65150947325369600,121.52188804356585,0.15615273,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64913452814489216,2.5,5467.42041015625,,,56.95058643018479,23.21788377589549,11.085845081003558,Gaia DR3 64913452814489216,64913452814489216,10.945833,11.33603,10.3912325,0.9447975,5467.4204,4.4641,7.411184638689342,20.053661610566117,-45.84753613421944,0.90876555,M45,64937191096658688,368.4439070968393,0.9315672,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65299862432001536,2.5,5870.65771484375,,,56.16416653188038,24.510598134011346,11.087113616312521,Gaia DR3 65299862432001536,65299862432001536,10.970341,11.299686,10.467771,0.83191586,5870.6577,4.0762,3.9868287298495444,5.840515367631293,-16.876642564300262,1.0112538,M45,68303487680516224,335.6118086339626,0.31241322,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65677407238028160,2.5,5053.71142578125,,,57.67445810892254,23.3098656137414,11.089091422203179,Gaia DR3 65677407238028160,65677407238028160,10.871282,11.4453535,10.148318,1.2970352,5053.7114,2.7129,0.8803256492758397,-2.2067692434055752,-1.2044125910342067,1.0748544,M45,65677372878285312,148.8360573081507,1.3232012,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65249250535404928,2.5,5658.26318359375,,,56.06105910286945,24.101914672074734,11.092301889152454,Gaia DR3 65249250535404928,65249250535404928,10.878019,11.249774,9.9684305,1.2813435,5658.263,4.3619,7.1375867450273605,20.708631306878623,-43.43679844036549,1.1756079,M45,65249250537488128,1.8440171421650178,0.17832947,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65150947325369600,2.5,5403.7275390625,,,55.36604390474277,23.70813709776343,11.115960031591843,Gaia DR3 65150947325369600,65150947325369600,10.972593,11.369089,10.408467,0.96062183,5403.7275,4.4893,7.45004084678047,20.259840824477635,-45.71660093350053,0.9286118,M45,65151394001965440,121.52188804357507,-0.15615273,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66673839650469760,2.5,5091.0390625,,,58.00556608595827,24.87931550249652,11.14673020884874,Gaia DR3 66673839650469760,66673839650469760,10.941912,11.484216,10.244955,1.2392607,5091.039,2.9207,0.8514404384589033,-2.215448533654973,-3.940409186756281,1.231732,M45,66674183247851648,165.32405714685393,0.061527252,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66520148542083712,2.5,4730.09423828125,,,57.233785426714306,24.023886560617694,11.178559995767015,Gaia DR3 66520148542083712,66520148542083712,10.921057,11.601402,10.125821,1.4755812,4730.094,2.4648,1.041697583510317,8.126388481702065,-9.263419446220176,1.0569247,M45,66525195124374144,162.83092730323924,1.4571381,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 64898536390535296,2.5,4838.271484375,,,56.81746868988816,22.924439487496063,11.22363544156829,Gaia DR3 64898536390535296,64898536390535296,11.007979,11.57989,10.292438,1.2874527,4838.2715,3.4941,3.221735272235596,4.037345364798411,-17.998048029543252,0.92863435,M45,64898368889386624,93.4318603255129,-2.883603,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66720431455699840,2.5,5090.2646484375,,,57.12932947415248,24.274143135285225,11.233189592667069,Gaia DR3 66720431455699840,66720431455699840,10.98984,11.629357,10.218056,1.4113016,5090.2646,3.1866,1.7363504053191905,16.669485093174995,-10.244810446468279,0.9891262,M45,66723558191939712,136.12709965346332,1.138814,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65284469269256704,2.5,5448.310546875,,,56.42449682534324,24.431316803451438,11.243282367965104,Gaia DR3 65284469269256704,65284469269256704,11.090695,11.508349,10.504712,1.0036373,5448.3105,4.4735,7.374518162509229,20.51139814322395,-44.71388534229041,0.93806535,M45,65296357738731008,152.6204432352428,-2.5407352,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69852695267961728,2.5,6182.4833984375,,,56.944675847141525,25.28687661286221,11.267468110034937,Gaia DR3 69852695267961728,69852695267961728,11.151722,11.4808,10.65403,0.8267698,6182.4834,4.2526,3.8087681337414385,20.42078261219614,-15.748139261324852,0.9305754,M45,69852218528168960,240.18754848218484,-0.72542286,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66822411159083776,2.5,7715.18359375,,,57.02303077980933,24.864993448276618,11.27974616335248,Gaia DR3 66822411159083776,66822411159083776,11.204517,11.434031,10.827599,0.60643196,7715.1836,4.0144,1.7448470417017057,-0.5058766409765626,-5.740250578748519,1.0605907,M45,66825018203119232,203.7177870276559,0.25314617,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 68334205284973184,2.5,5310.91015625,,,55.101329546205776,24.492120515512728,11.294895569862044,Gaia DR3 68334205284973184,68334205284973184,11.053478,11.686927,10.284335,1.4025917,5310.91,3.3833,2.126038190052322,-6.236551548262143,-32.6934018992707,1.103718,M45,68334235349446528,89.57142231946051,0.45618248,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66552034379231488,2.5,4919.287109375,,,57.54238757431425,24.2293113550466,11.313272919695274,Gaia DR3 66552034379231488,66552034379231488,11.08862,11.679909,10.352394,1.3275146,4919.287,2.5588,0.599344625711088,4.531247219357199,0.5940682006435194,1.3384253,M45,66552893372698368,215.36700143290187,-1.9435997,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 69904101732529408,2.5,5517.68212890625,,,55.86311858120914,25.387387734138116,11.31713769780178,Gaia DR3 69904101732529408,69904101732529408,11.151539,11.597602,10.534244,1.0633583,5517.682,4.4375,7.173660816351542,20.239121616848287,-44.00363001302027,1.0701579,M45,69903758135150080,150.8874646891582,0.73629475,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 65247704349267584,2.5,5359.3740234375,,,56.05452292932521,24.030615863047565,11.321122672208952,Gaia DR3 65247704349267584,65247704349267584,11.167223,11.591781,10.58207,1.0097103,5359.374,4.5808,7.594803806906587,21.404856037527303,-45.88621865204381,0.95421356,M45,65248460263511552,5.6896409226609945,0.6925497,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66814233541256192,2.5,4905.8994140625,,,56.57754657235297,24.870669698819942,11.325108044969674,Gaia DR3 66814233541256192,66814233541256192,11.080821,11.725212,10.309683,1.4155293,4905.8994,2.7325,0.8545347991050994,0.9813008802662886,-6.690845499154354,0.85449517,M45,66813786864653952,184.5907156883269,-1.3195181,0914-0130,56.65833333333333,24.178055555555556
Gaia DR3 66436207701471616,2.5,6039.8330078125,,,57.61015337098503,23.57238147452121,11.329554143812794,Gaia DR3 66436207701471616,66436207701471616,11.22926,11.520677,10.773479,0.74719715,6039.833,4.1692,3.6518379528393705,-3.7319601888691327,-15.438720166673859,1.3536547,M45,66434695872991488,314.6272067457309,0.5697088,0914-0130,56.65833333333333,24.178055555555556
